car_id,brand,model,variant,body_type,year,price,fuel_type,mileage,transmission,seating_capacity,engine_cc,power_hp,torque_nm,safety_rating,safety_features,comfort_features,ground_clearance_mm,boot_space_liters,maintenance_cost_annual,warranty_years,colors_available,resale_value_3yr_percent,resale_value_5yr_percent,city_suitability_score,highway_suitability_score,mileage_score,performance_score,safety_score,comfort_score
270,Hyundai,Tucson,Mid,suv,2022,5011708,Petrol,17.8,AMT,5,1500,147,199,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",196,241,158535,3,8,68.2,42.0,6.3,8.5,5.9,7.3,8,12.0
271,Kia,Sonet,VX,suv,2025,2791003,Petrol,12.9,Manual,5,2500,196,245,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",200,375,100469,4,10,65.3,41.4,7.2,9.6,4.3,9.8,8,12.0
272,Maruti Suzuki,Ciaz,ZX,sedan,2020,1224464,Petrol,16.9,Automatic,5,1200,89,120,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",179,419,27343,3,8,60.2,50.4,7.3,7.9,5.6,4.5,10,10.0
273,Nissan,Magnite,VX,suv,2023,2273035,CNG,21.5,Manual,5,1600,126,156,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",187,219,46315,4,5,57.9,40.5,7.3,9.2,7.2,6.3,6,12.0
274,MG,Comet EV,Base,hatchback,2020,575079,Electric,313.2,Automatic,5,0,111,163,4,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",166,297,19214,3,6,67.7,54.1,9.9,6.7,10.0,5.6,8,4.0
275,Tata,Tigor,Mid,sedan,2020,1151959,CNG,26.3,Manual,5,1200,114,136,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",176,550,27304,5,6,67.5,54.7,7.8,8.0,8.8,5.7,10,10.0
276,Toyota,Glanza,Mid,hatchback,2021,895617,Petrol,17.9,Automatic,5,1200,62,75,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",174,329,30218,4,9,61.1,54.8,8.9,7.7,6.0,3.1,8,10.0
277,MG,Astor,Base,suv,2020,1582245,Diesel,21.9,AMT,7,2500,184,258,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",217,226,55107,3,7,69.6,45.1,7.2,10.0,7.3,9.2,6,10.0
278,Hyundai,Verna,SX,sedan,2023,1406958,Petrol,20.6,AMT,5,1500,110,154,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",169,516,31179,4,8,58.5,54.1,7.1,8.5,6.9,5.5,10,10.0
279,Maruti Suzuki,Ciaz,ZX,sedan,2024,1042633,Petrol,19.5,Automatic,5,1600,113,161,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",186,527,31075,4,7,67.1,48.1,7.0,8.5,6.5,5.6,10,10.0
280,Kia,Carens,EX,mpv,2025,1927303,Petrol,12.4,Manual,8,2200,155,192,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",183,372,57454,5,9,63.6,47.1,7.7,9.0,4.1,7.8,10,10.0
281,Kia,EV6,EX,suv,2024,6403593,Electric,423.4,Automatic,5,0,162,197,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",188,293,172753,5,5,66.5,49.4,6.8,8.9,10.0,8.1,8,12.0
282,Toyota,Innova Hycross,Base,mpv,2020,1838568,Hybrid,26.6,Manual,7,2500,110,162,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",175,243,37496,4,8,64.9,46.3,7.0,8.8,8.9,5.5,6,10.0
283,Maruti Suzuki,Ertiga,ZX,mpv,2021,1572858,Petrol,16.7,Automatic,8,1600,143,192,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",184,276,42886,4,8,64.5,54.6,6.2,9.7,5.6,7.1,10,10.0
284,Mahindra,Scorpio,Base,suv,2022,1471398,Petrol,21.7,Manual,7,2500,143,183,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",193,288,52842,5,9,67.1,46.5,7.1,8.4,7.2,7.1,8,10.0
285,Kia,EV6,Alpha,suv,2024,1617943,Electric,336.1,Automatic,7,0,127,174,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",220,336,58535,4,10,64.4,47.8,6.7,8.3,10.0,6.3,8,10.0
286,Tata,Safari,EX,suv,2021,5199728,CNG,27.6,Manual,5,1600,132,185,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",195,229,119589,3,7,62.0,48.4,6.9,9.3,9.2,6.6,8,12.0
287,Maruti Suzuki,Dzire,VX,sedan,2023,1419036,Petrol,15.1,Automatic,5,1200,82,122,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",167,480,45454,3,7,65.1,53.3,7.8,8.7,5.0,4.1,8,10.0
288,Tata,Tigor,Alpha,sedan,2021,1065507,Diesel,22.0,CVT,5,1600,87,124,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",178,455,24384,3,7,61.6,43.8,8.2,8.0,7.3,4.3,8,10.0
289,Toyota,Glanza,Alpha,hatchback,2025,933152,Petrol,20.2,DCT,5,1000,83,120,3,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",167,314,28978,4,10,60.4,52.2,8.2,7.7,6.7,4.1,6,8.0
290,MG,Hector Plus,EX,mpv,2022,2234490,Diesel,19.6,Manual,8,1600,156,216,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",189,364,62846,3,5,67.3,54.1,6.9,8.8,6.5,7.8,10,12.0
291,Toyota,Innova Crysta,Top,mpv,2021,2958529,Petrol,18.1,DCT,8,2200,188,227,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",185,247,96457,5,5,61.0,49.4,6.6,8.2,6.0,9.4,6,12.0
292,Tata,Tigor,EX,sedan,2022,2004006,Petrol,15.8,Manual,5,1500,91,127,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",190,472,48042,4,6,60.9,45.7,8.7,8.1,5.3,4.5,10,12.0
293,Maruti Suzuki,Ignis,LX,hatchback,2023,634648,Diesel,18.4,AMT,5,1200,87,120,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, AC, Power Steering",178,280,12872,5,8,67.4,47.4,8.4,6.4,6.1,4.3,6,8.0
294,Honda,Elevate,EX,suv,2022,3842126,CNG,31.9,AMT,5,1600,152,218,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",196,260,124306,3,9,65.3,46.9,6.0,8.3,10.0,7.6,6,12.0
295,Toyota,Innova Crysta,EX,mpv,2024,2343360,Petrol,20.8,Manual,7,2500,107,130,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",180,290,93581,5,10,66.2,40.7,6.5,9.2,6.9,5.4,10,12.0
296,Renault,Kwid,VX,hatchback,2022,906782,Petrol,17.9,Manual,5,800,80,113,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, AC, Power Steering",170,261,35881,4,10,60.4,46.5,9.8,6.5,6.0,4.0,8,8.0
297,Honda,Elevate,Top,suv,2020,5708170,CNG,26.7,CVT,5,1600,106,134,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",196,241,194758,4,8,55.6,45.3,7.4,9.0,8.9,5.3,6,12.0
298,MG,Comet EV,Mid,hatchback,2021,987943,Electric,369.9,Automatic,5,0,126,182,5,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, AC, Power Steering",178,251,30152,5,8,68.8,43.7,9.0,6.2,10.0,6.3,10,8.0
299,Toyota,Glanza,Mid,hatchback,2024,587905,Petrol,19.1,Manual,5,800,65,86,5,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",175,366,19146,4,10,55.1,54.5,9.3,7.9,6.4,3.2,10,4.0
300,Honda,Elevate,Mid,suv,2025,3266539,Petrol,13.1,Manual,5,2200,111,133,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",204,399,91619,5,6,56.8,47.4,6.9,9.6,4.4,5.6,8,12.0
301,Honda,City,Mid,sedan,2020,1625964,CNG,25.9,AMT,5,1500,116,160,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",184,447,46636,4,5,62.7,54.6,8.4,8.3,8.6,5.8,6,10.0
302,Renault,Kwid,SX,hatchback,2020,1080973,Petrol,22.9,Manual,5,800,79,114,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",177,269,41451,5,9,61.4,41.4,9.3,7.1,7.6,4.0,8,10.0
303,Honda,Elevate,Mid,suv,2025,5270346,Diesel,16.2,Manual,5,2200,105,128,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",199,280,167302,4,8,64.4,44.0,7.9,9.7,5.4,5.2,10,12.0
304,Tata,Tigor,Mid,sedan,2024,946439,Petrol,19.2,AMT,5,1600,81,97,3,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",179,503,35373,5,10,62.3,49.3,8.9,7.7,6.4,4.1,6,10.0
305,Kia,Sonet,Top,suv,2023,2962586,Petrol,21.8,CVT,5,2200,183,227,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",220,337,70563,4,6,62.1,40.3,6.3,8.3,7.3,9.2,8,12.0
306,MG,Hector Plus,Base,mpv,2025,2443048,CNG,22.4,Manual,7,1500,113,156,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",178,326,84875,5,9,70.0,40.6,6.8,9.0,7.5,5.6,10,12.0
307,Renault,Kwid,ZX,hatchback,2022,1088620,Petrol,15.2,Automatic,5,1000,99,146,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",165,323,37583,4,8,58.5,43.3,9.8,6.7,5.1,5.0,8,10.0
308,Tata,Safari,EX,suv,2024,4652552,Diesel,24.1,Manual,7,2500,126,161,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",210,233,109175,3,8,56.5,46.2,8.0,8.6,8.0,6.3,10,12.0
309,Maruti Suzuki,Ertiga,ZX,suv,2022,6400533,Petrol,22.3,Automatic,5,2000,155,191,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",215,257,190270,4,5,66.6,48.4,7.8,9.7,7.4,7.8,8,12.0
310,Renault,Kwid,SX,hatchback,2021,619582,Petrol,23.6,Automatic,5,1200,66,95,3,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",180,280,23183,4,10,59.4,46.6,9.0,7.5,7.9,3.3,6,8.0
311,Hyundai,Verna,ZX,sedan,2022,1977140,CNG,30.2,Manual,5,1200,95,137,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",167,468,54269,4,10,65.0,42.3,8.5,7.8,10.0,4.8,8,10.0
312,Kia,Carens,SX,mpv,2020,3187570,Diesel,27.3,Manual,7,2500,108,132,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",189,242,91424,4,10,68.8,42.3,7.1,10.0,9.1,5.4,8,12.0
313,Renault,Duster,EX,suv,2021,4066057,Diesel,24.4,Manual,5,1500,135,198,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",189,379,114169,5,9,64.4,49.3,6.9,8.7,8.1,6.8,8,12.0
314,Honda,Jazz,Alpha,hatchback,2024,718370,Petrol,20.7,DCT,7,800,65,87,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, AC, Power Steering",160,257,27158,5,7,58.6,51.6,9.5,8.0,6.9,3.2,8,8.0
315,Hyundai,i20,VX,hatchback,2025,540061,Petrol,16.3,AMT,5,1000,96,136,4,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",167,398,16910,5,9,67.7,43.5,8.6,7.3,5.4,4.8,8,4.0
316,Hyundai,Kona Electric,LX,suv,2021,5745017,Electric,464.6,Automatic,7,0,105,130,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",206,220,125499,4,8,58.2,41.2,7.4,8.8,10.0,5.2,8,12.0
317,Renault,Triber,SX,mpv,2020,3423940,Petrol,24.0,Manual,8,1600,164,203,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",169,380,103621,5,10,58.2,47.1,7.5,9.9,8.0,8.2,10,12.0
318,Toyota,Glanza,Mid,hatchback,2021,508573,Petrol,18.9,Manual,7,800,83,107,4,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",169,374,10456,3,9,61.3,54.1,8.6,6.6,6.3,4.1,8,4.0
319,Maruti Suzuki,Ignis,ZX,hatchback,2025,1175915,Petrol,12.5,DCT,7,1200,88,129,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",164,379,38486,4,8,57.2,50.9,8.2,7.2,4.2,4.4,10,10.0
320,Kia,Sonet,SX,suv,2024,2507132,Diesel,23.8,Automatic,5,2000,171,238,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",185,249,98037,5,5,69.4,47.8,7.5,9.0,7.9,8.6,8,12.0
321,Maruti Suzuki,WagonR,Alpha,hatchback,2020,831332,Petrol,12.2,Manual,5,800,94,129,4,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",160,337,23892,4,9,59.8,43.9,8.2,6.2,4.1,4.7,8,10.0
322,Tata,Nexon,Top,suv,2023,5351426,Petrol,15.7,Automatic,5,2500,141,176,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",199,299,117596,3,7,58.9,54.1,7.8,8.1,5.2,7.0,10,12.0
323,MG,Hector Plus,VX,mpv,2025,3008882,Petrol,17.6,AMT,7,1500,152,211,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",165,268,93520,5,5,58.7,48.3,7.6,8.6,5.9,7.6,10,12.0
324,Kia,Carens,Alpha,mpv,2022,3193769,Petrol,23.6,CVT,7,2500,154,229,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",166,200,115783,5,10,69.6,40.0,7.9,9.0,7.9,7.7,8,12.0
325,Nissan,Magnite,ZX,suv,2025,6475228,Diesel,18.6,Automatic,5,1600,194,263,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",185,301,219954,3,9,70.0,53.2,6.4,9.0,6.2,9.7,6,12.0
326,Toyota,Hilux,SX,suv,2025,2960209,Petrol,15.9,Automatic,7,2000,102,150,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",180,355,87416,3,6,61.2,53.4,7.4,9.5,5.3,5.1,6,12.0
327,Renault,Kwid,Alpha,hatchback,2020,1170181,Petrol,22.0,DCT,5,1000,98,128,3,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",174,344,45315,4,6,66.1,51.4,9.4,7.4,7.3,4.9,6,10.0
328,Nissan,Magnite,LX,suv,2024,1109533,Diesel,27.6,AMT,5,2500,126,151,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",197,345,33293,3,6,64.9,48.5,7.4,9.1,9.2,6.3,10,10.0
329,Hyundai,Aura,Top,sedan,2020,1401500,Petrol,18.8,DCT,5,1200,81,121,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",165,509,45996,5,7,61.5,54.9,7.5,8.4,6.3,4.1,8,10.0
330,MG,Hector Plus,Alpha,mpv,2020,2351461,Petrol,22.6,DCT,7,2200,168,224,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",171,285,50876,5,10,58.4,50.3,7.9,9.8,7.5,8.4,6,12.0
331,Toyota,Urban Cruiser,Mid,suv,2020,4029981,Petrol,12.3,Manual,5,1500,160,203,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",183,285,122485,3,9,64.3,51.5,7.3,9.2,4.1,8.0,8,12.0
332,Hyundai,i10,EX,hatchback,2020,585233,Petrol,22.2,Manual,5,1000,63,81,4,"Dual Airbags, ABS, EBD","Power Windows, Central Locking",162,276,19635,5,7,67.7,46.0,9.2,6.8,7.4,3.1,8,4.0
333,Nissan,Magnite,EX,hatchback,2024,632746,Petrol,17.1,Manual,5,1000,93,120,3,"Dual Airbags, ABS, EBD, Rear Parking Sensors","Power Windows, Central Locking, AC, Power Steering",179,267,20157,3,6,64.6,43.8,8.8,7.4,5.7,4.7,6,8.0
334,Maruti Suzuki,Swift,VX,hatchback,2025,930145,Petrol,18.2,Automatic,5,1200,69,85,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",171,252,28233,5,6,55.9,47.6,9.7,7.7,6.1,3.4,8,10.0
335,Kia,Seltos,LX,suv,2021,2517271,Petrol,12.8,AMT,7,2500,188,244,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",201,357,65430,4,5,61.8,51.8,6.1,8.4,4.3,9.4,8,12.0
336,Maruti Suzuki,Dzire,SX,sedan,2021,1554284,Petrol,14.9,AMT,5,1200,105,131,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",167,491,32018,3,7,61.6,49.5,8.8,7.7,5.0,5.2,10,10.0
337,Maruti Suzuki,Dzire,VX,sedan,2022,1158601,Petrol,22.6,Manual,5,1600,95,119,3,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",165,435,31952,3,6,59.6,43.6,8.6,8.3,7.5,4.8,6,10.0
338,Renault,Triber,Mid,mpv,2022,1834723,Petrol,23.1,Automatic,7,2200,188,246,4,"6 Airbags, ABS, EBD, ESP, Rear Parking Sensors, Hill Hold Control","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",189,357,58246,5,6,59.9,40.8,7.6,9.7,7.7,9.4,8,10.0
339,Renault,Triber,Mid,mpv,2022,1232911,Petrol,21.5,Automatic,7,2200,196,287,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Automatic Climate Control, Touchscreen Infotainment, Wireless Charging, Cruise Control, Sunroof",181,318,29072,5,9,65.4,50.7,7.0,8.5,7.2,9.8,10,10.0
340,Mahindra,Marazzo,EX,mpv,2024,2977000,Petrol,17.1,Manual,7,2000,170,208,5,"6 Airbags, ABS, EBD, ESP, 360 Camera, ADAS, Hill Hold Control, TPMS, Electronic Stability Control","Dual Zone Climate Control, 10-inch Touchscreen, Wireless Charging, Ventilated Seats, Panoramic Sunroof, Premium Sound System",174,313,90430,3,5,62.0,49.3,6.9,8.9,5.7,8.5,10,12.0
341,Kia,EV6,ZX,suv,2020,1651378,Electric,354.6,Automatic,5,0,193,245,4,"6 Airbags, ABS, EBD, ESP, 360 Camera, Hill Hold Control, TPMS","Power Windows, Central Locking, Climate Control, Power Steering, Touchscreen Infotainment",198,328,49963,5,7,68.9,41.5,6.1,8.1,10.0,9.7,8,10.0
